"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
721459008,"Existing Customer",36,"M",2,"High School","Single","$120K +","Blue",36,4,1,2,11791,1168,10623,0.662,14885,101,0.629,0.099,5.3542e-05,0.99995
710639658,"Attrited Customer",29,"M",1,"High School","Single","$60K - $80K","Blue",17,6,1,3,17744,829,16915,0.851,9658,78,0.773,0.047,0.98831,0.01169
710710233,"Existing Customer",58,"M",4,"Graduate","Married","$120K +","Silver",45,4,2,3,34516,0,34516,0.849,15560,100,0.724,0,0.00018141,0.99982
708996708,"Existing Customer",55,"M",1,"Graduate","Single","$80K - $120K","Blue",46,3,1,1,21032,1409,19623,0.767,15584,105,0.81,0.067,3.1176e-05,0.99997
713315433,"Existing Customer",61,"M",2,"Uneducated","Married","$60K - $80K","Blue",48,4,1,2,18571,0,18571,0.594,15802,118,0.686,0,5.663e-05,0.99994
712941483,"Attrited Customer",51,"F",4,"Post-Graduate","Married","$40K - $60K","Silver",43,1,3,3,3735,0,3735,0.762,6826,61,0.848,0,0.99705,0.00295494
789890958,"Existing Customer",53,"F",4,"High School","Divorced","$40K - $60K","Blue",43,3,1,2,10948,482,10466,0.742,16230,111,0.947,0.044,5.6153e-05,0.99994
714757083,"Attrited Customer",44,"M",4,"Uneducated","Married","$60K - $80K","Silver",37,1,2,2,29076,0,29076,0.77,8765,84,1.211,0,0.99106,0.00894
789237333,"Existing Customer",47,"M",4,"Post-Graduate","Divorced","$60K - $80K","Blue",36,4,2,5,20237,1593,18644,0.811,15041,102,1,0.079,0.00069714,0.9993
714949758,"Existing Customer",51,"F",3,"Graduate","Single","Unknown","Platinum",42,3,1,4,34516,1913,32603,0.851,16712,123,0.708,0.055,0.00028487,0.99972
714136233,"Attrited Customer",53,"M",4,"Graduate","Married","$120K +","Blue",38,5,2,3,34516,0,34516,0.854,8417,72,0.714,0,0.99504,0.00495524
778888083,"Attrited Customer",45,"F",2,"Graduate","Married","$40K - $60K","Blue",26,6,2,4,4307,0,4307,0.743,8697,62,0.59,0,0.99695,0.00305189
710923533,"Existing Customer",38,"M",4,"Unknown","Single","$120K +","Blue",31,3,2,3,34516,0,34516,0.604,15611,127,0.693,0,0.00022068,0.99978
709385133,"Existing Customer",42,"F",2,"Doctorate","Married","Unknown","Blue",30,4,3,5,14828,1513,13315,0.748,15572,113,0.614,0.102,0.0012912,0.99871
716836308,"Existing Customer",29,"M",1,"Graduate","Divorced","Less than $40K","Blue",36,4,3,2,3839,1139,2700,0.632,14791,124,0.771,0.297,0.00016883,0.99983
720633558,"Existing Customer",37,"F",3,"Graduate","Divorced","Less than $40K","Blue",24,3,3,4,3727,995,2732,0.743,14786,101,0.656,0.267,0.00053543,0.99946
712846458,"Existing Customer",45,"M",4,"High School","Divorced","$80K - $120K","Blue",39,5,3,4,14290,1432,12858,0.815,14709,125,0.689,0.1,0.00052608,0.99947
709399908,"Existing Customer",34,"F",2,"Graduate","Single","$40K - $60K","Blue",23,4,2,2,7594,1442,6152,0.753,15026,99,0.678,0.19,0.00011382,0.99989
772698783,"Existing Customer",50,"F",2,"College","Married","Less than $40K","Blue",40,3,2,4,8416,1549,6867,0.643,13988,124,0.771,0.184,0.00031749,0.99968
718665033,"Attrited Customer",44,"M",5,"Doctorate","Single","$60K - $80K","Silver",36,2,3,4,34140,0,34140,0.877,8177,76,0.52,0,0.99857,0.00143279
771561183,"Attrited Customer",42,"F",4,"Graduate","Single","$40K - $60K","Blue",30,6,3,3,13753,2517,11236,0.652,7464,66,0.692,0.183,0.99686,0.00314112
789008508,"Existing Customer",44,"M",4,"College","Married","$80K - $120K","Blue",31,2,1,1,3472,1687,1785,0.645,13999,119,0.725,0.486,3.3866e-05,0.99997
719439108,"Existing Customer",42,"M",1,"Graduate","Married","$40K - $60K","Silver",34,3,3,2,15315,1613,13702,0.859,14728,100,0.754,0.105,0.00015255,0.99985
720817533,"Existing Customer",54,"M",1,"Uneducated","Married","$120K +","Blue",40,4,1,2,12086,1264,10822,0.986,15559,91,0.717,0.105,5.3155e-05,0.99995
813901458,"Existing Customer",60,"M",1,"High School","Single","$60K - $80K","Silver",55,5,5,3,34516,1642,32874,0.709,14954,95,0.696,0.048,0.00027858,0.99972
717783483,"Existing Customer",47,"F",5,"Post-Graduate","Divorced","Less than $40K","Blue",30,4,1,2,5016,2286,2730,0.669,17038,122,0.649,0.456,6.6908e-05,0.99993
718299933,"Existing Customer",42,"M",3,"High School","Married","$40K - $60K","Blue",30,3,3,4,4333,739,3594,0.69,15903,100,0.754,0.171,0.00052052,0.99948
789074358,"Existing Customer",46,"M",2,"High School","Single","$60K - $80K","Blue",34,2,2,1,10325,0,10325,0.866,16856,122,0.718,0,6.6728e-05,0.99993
712036383,"Attrited Customer",49,"M",4,"High School","Single","$60K - $80K","Blue",30,6,3,3,18418,0,18418,0.918,9980,68,0.744,0,0.99677,0.00323086
720618033,"Existing Customer",43,"F",3,"College","Married","$40K - $60K","Blue",36,1,3,2,9633,0,9633,0.638,14829,90,0.8,0,0.00018146,0.99982
720415833,"Existing Customer",47,"M",2,"High School","Married","$60K - $80K","Blue",32,3,5,2,3842,1563,2279,0.781,14751,107,0.726,0.407,0.0001953,0.9998
720385608,"Existing Customer",45,"M",3,"College","Unknown","$80K - $120K","Blue",31,2,1,4,20958,1936,19022,0.772,14314,99,0.768,0.092,0.00015944,0.99984
709937583,"Existing Customer",45,"F",2,"High School","Single","Unknown","Blue",34,4,3,2,3024,1835,1189,0.793,14220,108,0.662,0.607,0.00017486,0.99983
770743983,"Existing Customer",34,"F",3,"Uneducated","Single","$40K - $60K","Blue",20,1,2,3,8698,874,7824,0.708,15683,94,0.709,0.1,0.00020424,0.9998
715671183,"Attrited Customer",43,"M",3,"Uneducated","Married","$80K - $120K","Blue",31,6,3,4,6824,2517,4307,0.972,9045,67,0.595,0.369,0.99819,0.00181217
711283008,"Existing Customer",50,"M",1,"High School","Single","$80K - $120K","Silver",36,4,5,3,34516,0,34516,0.732,16019,105,0.694,0,0.00027858,0.99972
778873608,"Existing Customer",44,"M",4,"Uneducated","Married","$80K - $120K","Silver",25,3,1,1,34516,1984,32532,0.734,14335,116,0.758,0.057,3.2362e-05,0.99997
709592808,"Existing Customer",38,"F",2,"Graduate","Single","Less than $40K","Blue",28,5,3,4,3311,1556,1755,0.652,14470,103,0.746,0.47,0.000516,0.99948
773306658,"Existing Customer",54,"M",1,"Unknown","Single","$60K - $80K","Blue",48,4,5,4,4752,1230,3522,0.883,15678,103,0.717,0.259,0.00059459,0.99941
822084333,"Attrited Customer",51,"M",3,"High School","Married","$80K - $120K","Blue",47,2,4,3,4041,0,4041,0.67,8219,84,0.909,0,0.9973,0.00270332
708821733,"Attrited Customer",43,"F",3,"Unknown","Single","$40K - $60K","Silver",36,2,3,4,19713,531,19182,0.792,8301,70,0.591,0.027,0.99812,0.00187593
711070683,"Existing Customer",48,"F",3,"Post-Graduate","Married","$40K - $60K","Blue",37,4,1,2,6725,493,6232,0.72,13891,106,0.606,0.073,6.7249e-05,0.99993
772596783,"Existing Customer",31,"M",1,"Graduate","Unknown","Less than $40K","Gold",21,3,2,2,15261,1109,14152,0.655,15442,125,0.761,0.073,0.00012309,0.99988
806917983,"Existing Customer",32,"F",2,"Graduate","Divorced","Unknown","Silver",27,2,3,1,33779,1526,32253,0.879,15200,126,0.8,0.045,9.8015e-05,0.9999
719329983,"Existing Customer",42,"F",3,"Unknown","Unknown","Unknown","Blue",36,6,1,2,15648,0,15648,0.731,13784,88,0.913,0,6.282e-05,0.99994
710190858,"Existing Customer",28,"M",1,"Unknown","Unknown","$40K - $60K","Blue",15,5,2,4,9283,2288,6995,0.928,13804,110,0.719,0.246,0.00033692,0.99966
708880683,"Existing Customer",49,"M",5,"College","Married","$40K - $60K","Blue",40,4,3,4,3970,892,3078,0.772,13697,102,0.759,0.225,0.00051793,0.99948
709332408,"Existing Customer",44,"F",1,"High School","Single","Less than $40K","Blue",36,3,3,3,6159,1640,4519,0.619,13517,106,0.656,0.266,0.00027604,0.99972
710751033,"Attrited Customer",31,"F",1,"Graduate","Single","Less than $40K","Blue",13,1,1,3,4829,0,4829,0.836,8286,65,0.857,0,0.98863,0.01137
710679933,"Attrited Customer",59,"M",1,"Graduate","Single","$80K - $120K","Blue",54,2,5,4,15633,0,15633,0.984,8660,58,0.758,0,0.99816,0.00184416
710849208,"Existing Customer",47,"M",2,"Post-Graduate","Single","$120K +","Silver",35,3,3,4,34516,1652,32864,0.756,14738,113,0.766,0.048,0.0005486,0.99945
710056758,"Existing Customer",51,"M",4,"High School","Single","$40K - $60K","Blue",36,2,2,4,10017,1850,8167,0.622,15635,116,0.681,0.185,0.00033294,0.99967
713520858,"Existing Customer",53,"F",1,"College","Single","Less than $40K","Blue",38,3,3,2,3895,1981,1914,0.839,16023,119,0.725,0.509,0.00016415,0.99984
714710733,"Existing Customer",51,"M",3,"Unknown","Single","$80K - $120K","Blue",36,4,1,2,5611,0,5611,0.697,16557,120,0.622,0,6.282e-05,0.99994
766769058,"Existing Customer",51,"M",1,"Graduate","Single","$40K - $60K","Gold",44,3,3,3,22722,1790,20932,0.813,15817,121,0.754,0.079,0.00032713,0.99967
716990883,"Existing Customer",38,"M",5,"Unknown","Married","$80K - $120K","Blue",26,5,1,2,16033,766,15267,0.682,15260,115,0.855,0.048,6.2502e-05,0.99994
718298733,"Existing Customer",40,"M",4,"High School","Single","$80K - $120K","Blue",29,3,3,2,12978,0,12978,0.628,14134,85,0.7,0,0.00018339,0.99982
717174558,"Attrited Customer",57,"F",1,"Uneducated","Single","Less than $40K","Blue",46,2,3,3,9129,0,9129,0.733,7733,81,0.884,0,0.99659,0.00341249
714543633,"Attrited Customer",45,"F",3,"Unknown","Single","Less than $40K","Blue",36,1,2,5,7500,0,7500,0.576,8024,78,0.696,0,0.99845,0.00154849
715756683,"Existing Customer",50,"M",4,"Graduate","Single","$80K - $120K","Blue",36,3,2,4,14804,1696,13108,0.959,15237,111,0.734,0.115,0.00034248,0.99966
719400108,"Existing Customer",53,"M",3,"Unknown","Single","$80K - $120K","Blue",43,4,3,4,34516,1084,33432,0.686,14319,124,0.699,0.031,0.00058851,0.99941
710463408,"Existing Customer",47,"M",3,"Unknown","Married","$80K - $120K","Blue",36,3,2,3,9683,1116,8567,0.721,15627,104,0.825,0.115,0.00021834,0.99978
708245808,"Existing Customer",35,"M",3,"Graduate","Married","$60K - $80K","Blue",36,4,1,4,19671,924,18747,0.82,13908,124,0.676,0.047,0.00016399,0.99984
799253808,"Existing Customer",42,"M",3,"High School","Married","$80K - $120K","Silver",36,5,2,3,34516,1294,33222,0.679,13845,120,0.791,0.037,0.00017449,0.99983
716552433,"Existing Customer",40,"F",4,"Uneducated","Married","Less than $40K","Blue",36,4,1,2,5056,1067,3989,0.749,15926,117,0.519,0.211,5.9391e-05,0.99994
720995583,"Existing Customer",48,"M",2,"Graduate","Divorced","$60K - $80K","Silver",33,3,2,2,25217,1754,23463,0.712,15054,110,0.833,0.07,0.00010284,0.9999
780118158,"Existing Customer",27,"M",0,"Graduate","Single","Less than $40K","Blue",13,2,2,4,3585,2420,1165,0.812,15656,124,0.746,0.675,0.00028024,0.99972
713668158,"Attrited Customer",31,"F",1,"Uneducated","Single","Unknown","Blue",36,2,3,3,21067,0,21067,0.995,9212,71,0.821,0,0.99659,0.00341249
709249083,"Attrited Customer",40,"M",2,"Unknown","Single","$60K - $80K","Blue",20,4,2,4,4283,0,4283,0.878,8672,64,1.207,0,0.99722,0.00277723
717081483,"Existing Customer",37,"M",2,"Graduate","Divorced","$80K - $120K","Blue",25,3,2,2,25187,2209,22978,0.799,16606,96,0.778,0.088,0.00011382,0.99989
718455633,"Existing Customer",60,"F",0,"Graduate","Single","Unknown","Gold",55,4,3,2,7469,2517,4952,0.656,16328,124,0.771,0.337,0.00017783,0.99982
708974283,"Existing Customer",50,"M",4,"Graduate","Married","$60K - $80K","Blue",34,5,1,1,18142,0,18142,0.857,15427,95,0.792,0,3.4833e-05,0.99997
713399583,"Attrited Customer",49,"M",2,"Unknown","Married","$80K - $120K","Blue",39,2,3,4,29865,2097,27768,0.902,8636,74,0.947,0.07,0.99824,0.00175907
713293983,"Existing Customer",52,"M",3,"Post-Graduate","Divorced","$60K - $80K","Blue",33,5,3,2,3388,2517,871,0.919,15313,91,0.784,0.743,0.00021962,0.99978
714785508,"Existing Customer",49,"M",2,"High School","Single","$80K - $120K","Silver",40,4,3,2,34516,1313,33203,0.583,15154,99,0.833,0.038,0.000158,0.99984
827318958,"Existing Customer",49,"F",4,"Unknown","Single","Less than $40K","Blue",45,5,3,2,9431,1785,7646,0.603,14261,99,0.65,0.189,0.00020735,0.99979
718496283,"Existing Customer",42,"F",1,"College","Single","Unknown","Silver",31,6,2,3,30770,2228,28542,0.712,15998,121,0.704,0.072,0.00015785,0.99984
709608708,"Attrited Customer",29,"M",1,"Graduate","Married","$60K - $80K","Blue",17,5,1,4,6500,2517,3983,0.915,9451,79,0.646,0.387,0.9933,0.0067
710939283,"Existing Customer",45,"F",3,"Uneducated","Divorced","$40K - $60K","Blue",36,3,2,4,4209,1300,2909,0.75,16078,105,0.615,0.309,0.00034841,0.99965
770824833,"Existing Customer",32,"M",1,"Graduate","Divorced","$40K - $60K","Blue",19,2,3,5,3657,1135,2522,0.795,16236,94,0.808,0.31,0.00083788,0.99916
779082633,"Existing Customer",30,"M",2,"Uneducated","Single","$60K - $80K","Blue",13,3,2,3,4107,979,3128,0.647,14596,104,0.733,0.238,0.00019683,0.9998
720515883,"Existing Customer",57,"F",1,"Graduate","Married","Less than $40K","Blue",46,4,3,2,3638,0,3638,0.837,16469,115,0.667,0,0.00016883,0.99983
747885858,"Existing Customer",39,"F",2,"Graduate","Single","Less than $40K","Blue",31,5,3,3,8325,2048,6277,0.92,14571,91,0.655,0.246,0.00030251,0.9997
779140533,"Existing Customer",49,"M",2,"Doctorate","Married","$120K +","Blue",34,3,6,4,27124,2311,24813,0.73,15195,121,0.729,0.085,0.00058941,0.99941
716619558,"Existing Customer",38,"F",0,"High School","Single","Less than $40K","Silver",36,4,3,2,13747,1941,11806,0.748,16401,119,0.608,0.141,0.00013558,0.99986
788633733,"Existing Customer",36,"M",3,"Graduate","Married","$60K - $80K","Silver",13,4,3,2,28174,1173,27001,0.779,16258,108,0.714,0.042,0.00016865,0.99983
715291908,"Existing Customer",31,"M",1,"College","Single","$40K - $60K","Blue",36,3,1,2,11109,2045,9064,0.625,13988,92,0.84,0.184,5.0261e-05,0.99995
709977933,"Attrited Customer",52,"M",5,"Uneducated","Married","$80K - $120K","Blue",44,2,3,4,9959,199,9760,1.003,8517,60,0.5,0.02,0.99818,0.00182139
716454858,"Existing Customer",35,"F",2,"Graduate","Married","Less than $40K","Blue",28,6,1,3,4014,2266,1748,0.718,14257,94,0.958,0.565,9.2637e-05,0.99991
720539583,"Existing Customer",46,"M",4,"Unknown","Single","$60K - $80K","Blue",31,4,1,4,21226,1202,20024,0.755,14103,96,0.655,0.057,0.00018218,0.99982
739021908,"Existing Customer",56,"F",2,"Unknown","Married","$40K - $60K","Blue",49,3,3,2,3681,0,3681,0.693,13222,112,0.931,0,0.00019771,0.9998
711289533,"Existing Customer",39,"M",4,"Post-Graduate","Single","$80K - $120K","Blue",32,5,3,2,26710,1681,25029,0.741,14043,117,0.746,0.063,0.00022196,0.99978
716464533,"Existing Customer",32,"F",1,"Graduate","Married","Less than $40K","Blue",36,4,3,3,9550,2517,7033,0.713,13783,116,0.841,0.264,0.00028395,0.99972
710590683,"Attrited Customer",33,"M",2,"Unknown","Married","$120K +","Blue",36,3,3,5,16127,0,16127,0.769,7729,82,1,0,0.99898,0.00101725
710081208,"Attrited Customer",52,"M",2,"College","Single","$120K +","Blue",32,4,3,1,4935,0,4935,0.713,7886,64,0.882,0,0.99061,0.00939
717482658,"Existing Customer",55,"M",2,"High School","Single","$80K - $120K","Blue",36,3,2,2,18022,0,18022,0.823,14485,106,0.738,0,0.00011065,0.99989
712246983,"Existing Customer",50,"M",4,"High School","Married","$80K - $120K","Blue",43,2,2,5,16748,2413,14335,0.769,15338,121,0.635,0.144,0.00057602,0.99942
711460458,"Attrited Customer",44,"M",1,"Uneducated","Married","$40K - $60K","Blue",34,5,2,3,10973,0,10973,0.792,10583,75,0.786,0,0.99462,0.00538
713159133,"Existing Customer",32,"F",2,"High School","Single","Less than $40K","Silver",23,4,2,2,14143,1472,12671,0.777,13785,117,0.648,0.104,9.9979e-05,0.9999
710047533,"Attrited Customer",51,"M",3,"Graduate","Single","$80K - $120K","Gold",36,4,3,3,34516,2201,32315,0.978,8614,63,0.75,0.064,0.99724,0.00275658
716708583,"Attrited Customer",54,"M",4,"Graduate","Married","$120K +","Blue",36,2,3,5,7684,0,7684,0.61,7667,68,0.789,0,0.99893,0.00106612
712766208,"Attrited Customer",45,"M",5,"Uneducated","Single","$120K +","Silver",36,4,2,1,34516,0,34516,0.732,8603,84,0.615,0,0.98504,0.01496
715150983,"Attrited Customer",44,"F",3,"Unknown","Single","Unknown","Blue",34,2,3,3,26021,0,26021,1.04,8898,60,0.538,0,0.99711,0.00288892
717991533,"Existing Customer",44,"M",2,"Uneducated","Married","$40K - $60K","Blue",36,3,3,2,3843,1460,2383,0.811,16461,105,0.909,0.38,0.00018494,0.99982
797641683,"Existing Customer",40,"M",3,"Uneducated","Married","$80K - $120K","Blue",34,4,3,2,14840,2043,12797,0.778,16256,111,0.85,0.138,0.00019191,0.99981
714879483,"Attrited Customer",39,"M",4,"Graduate","Married","$80K - $120K","Blue",31,1,3,3,3929,542,3387,0.811,7773,64,0.73,0.138,0.99686,0.00314112
720105933,"Existing Customer",48,"M",3,"Uneducated","Divorced","$40K - $60K","Blue",35,3,5,3,11427,2307,9120,0.848,15243,107,0.754,0.202,0.00036048,0.99964
804670758,"Existing Customer",48,"F",5,"Unknown","Divorced","Unknown","Blue",43,4,3,2,20974,2249,18725,0.567,15903,121,0.571,0.107,0.00020412,0.9998
818987958,"Existing Customer",43,"M",4,"Graduate","Unknown","$40K - $60K","Blue",38,5,1,3,3771,0,3771,0.675,14662,125,0.667,0,9.7154e-05,0.9999
824160333,"Existing Customer",56,"M",2,"High School","Unknown","$120K +","Blue",52,6,2,2,23362,1453,21909,0.848,15399,116,0.841,0.062,0.00011065,0.99989
714919308,"Attrited Customer",32,"F",0,"Graduate","Single","Less than $40K","Blue",36,5,3,3,8135,0,8135,0.841,8620,67,0.971,0,0.99616,0.0038363
717928308,"Existing Customer",40,"F",1,"Uneducated","Single","Less than $40K","Silver",34,5,2,2,13669,1774,11895,0.653,15772,130,0.625,0.13,9.9255e-05,0.9999
788890533,"Existing Customer",54,"M",2,"College","Married","$80K - $120K","Silver",39,4,1,4,34516,2305,32211,0.586,13756,106,0.71,0.067,0.00013883,0.99986
779692608,"Existing Customer",36,"M",1,"Uneducated","Married","$60K - $80K","Blue",19,6,3,5,9764,0,9764,0.689,15097,115,0.797,0,0.00086149,0.99914
717774333,"Attrited Customer",48,"M",3,"High School","Married","$60K - $80K","Blue",36,1,2,5,8431,0,8431,0.222,5189,57,0.357,0,0.99825,0.00175053
718140783,"Existing Customer",47,"M",4,"Unknown","Married","$60K - $80K","Blue",36,4,5,2,10585,1749,8836,0.655,18484,108,0.588,0.165,0.00023159,0.99977
714465558,"Existing Customer",41,"M",4,"Unknown","Married","$120K +","Silver",36,3,1,4,34516,2205,32311,0.897,15033,98,0.922,0.064,0.00016461,0.99984
804431283,"Existing Customer",57,"F",1,"Graduate","Married","Less than $40K","Blue",52,5,1,2,7882,1101,6781,0.682,14651,120,0.6,0.14,5.1697e-05,0.99995
715199808,"Existing Customer",39,"F",3,"Graduate","Unknown","Unknown","Silver",30,6,3,5,33905,2070,31835,0.685,15335,99,0.768,0.061,0.00083696,0.99916
759584958,"Attrited Customer",51,"F",1,"Graduate","Married","Unknown","Silver",44,4,2,4,33004,2418,30586,0.923,10156,72,0.946,0.073,0.9964,0.0035965
758802333,"Existing Customer",40,"M",2,"Graduate","Single","$120K +","Blue",33,3,1,2,20891,1213,19678,0.717,14641,117,0.773,0.058,5.5077e-05,0.99994
720237408,"Existing Customer",59,"M",1,"Doctorate","Single","$80K - $120K","Blue",49,4,2,2,22715,707,22008,0.848,15004,117,0.887,0.031,0.0001546,0.99985
713787333,"Existing Customer",46,"M",2,"High School","Single","Less than $40K","Blue",36,5,1,0,3818,1142,2676,0.709,14731,113,0.948,0.299,1.975e-05,0.99998
709660233,"Attrited Customer",52,"M",3,"Unknown","Single","$80K - $120K","Blue",44,1,2,4,3526,2429,1097,0.712,7775,63,0.909,0.689,0.99732,0.00267667
721005108,"Existing Customer",41,"M",0,"College","Married","$40K - $60K","Blue",29,3,2,2,6991,1384,5607,0.66,14994,104,0.733,0.198,9.496e-05,0.99991
809589783,"Existing Customer",41,"M",4,"Post-Graduate","Married","$40K - $60K","Silver",36,3,3,2,16268,817,15451,0.64,13969,120,0.69,0.05,0.00020056,0.9998
712627083,"Attrited Customer",38,"M",4,"Uneducated","Married","$80K - $120K","Blue",25,5,2,4,5768,0,5768,0.924,9867,78,0.902,0,0.99717,0.0028308
778444908,"Existing Customer",57,"M",2,"Graduate","Married","$120K +","Silver",39,4,2,3,34516,1444,33072,0.568,16392,116,0.657,0.042,0.00017297,0.99983
711433908,"Attrited Customer",41,"F",3,"Uneducated","Married","Less than $40K","Blue",30,1,2,3,9491,0,9491,1.056,9061,51,1.684,0,0.99513,0.00487126
768728508,"Existing Customer",45,"F",5,"Doctorate","Married","Less than $40K","Gold",39,6,3,2,15987,1096,14891,0.625,14209,103,0.776,0.069,0.00030958,0.99969
789937683,"Existing Customer",37,"M",3,"Post-Graduate","Married","$40K - $60K","Blue",28,4,1,2,3645,701,2944,0.654,15559,120,0.739,0.192,6.7249e-05,0.99993
711788583,"Existing Customer",61,"F",1,"Graduate","Single","Less than $40K","Blue",36,3,2,2,3466,1444,2022,0.653,15075,124,0.699,0.417,0.00010684,0.99989
819196158,"Existing Customer",49,"F",2,"Unknown","Single","Less than $40K","Blue",44,5,2,3,9797,998,8799,0.886,15013,116,0.841,0.102,0.00021042,0.99979
710207208,"Existing Customer",31,"F",1,"Unknown","Single","Less than $40K","Blue",18,3,1,3,3399,1800,1599,0.752,13148,121,0.806,0.53,9.5577e-05,0.9999
713994108,"Existing Customer",40,"M",5,"High School","Married","$60K - $80K","Blue",33,3,1,2,4155,1315,2840,0.767,15851,128,0.855,0.316,5.5277e-05,0.99994
712509108,"Attrited Customer",46,"F",3,"Doctorate","Single","Less than $40K","Gold",36,1,3,5,15164,532,14632,0.858,8356,68,0.478,0.035,0.99935,0.00064654
711745233,"Attrited Customer",30,"F",0,"High School","Single","Unknown","Blue",22,1,2,4,13894,0,13894,0.845,9351,69,0.533,0,0.99634,0.00365621
778745058,"Existing Customer",50,"M",3,"High School","Single","$80K - $120K","Silver",41,2,2,1,34516,0,34516,0.627,15059,118,0.735,0,6.2564e-05,0.99994
721455558,"Existing Customer",56,"M",0,"Graduate","Single","$60K - $80K","Blue",44,1,3,2,6828,1859,4969,0.752,14713,104,0.677,0.272,0.00015435,0.99985
710721858,"Attrited Customer",46,"F",3,"Unknown","Married","$40K - $60K","Blue",37,2,3,4,5542,0,5542,0.808,8246,59,0.639,0,0.9983,0.00169532
769206483,"Existing Customer",58,"M",3,"Unknown","Married","$120K +","Blue",52,3,3,3,15733,2101,13632,0.597,13986,97,0.764,0.134,0.00034503,0.99965
769587258,"Existing Customer",38,"M",3,"College","Single","$60K - $80K","Silver",32,4,2,2,30082,1671,28411,0.707,15240,126,0.8,0.056,0.00010375,0.9999
712080333,"Existing Customer",46,"M",2,"High School","Divorced","$120K +","Blue",34,3,2,4,3659,1381,2278,0.669,16252,112,0.623,0.377,0.00031746,0.99968
712457208,"Attrited Customer",58,"M",1,"Graduate","Single","$80K - $120K","Blue",36,6,3,4,22718,0,22718,0.747,8100,77,0.833,0,0.99794,0.00205937
719934783,"Existing Customer",43,"M",3,"Doctorate","Married","$80K - $120K","Blue",27,4,2,2,3676,673,3003,0.629,14651,105,0.78,0.183,0.00017091,0.99983
709589208,"Existing Customer",53,"M",0,"Graduate","Single","$60K - $80K","Blue",35,3,1,3,17721,596,17125,0.694,14409,83,0.844,0.034,7.9494e-05,0.99992
714860808,"Existing Customer",59,"F",1,"Graduate","Single","Less than $40K","Blue",39,5,3,2,4404,2272,2132,0.809,15709,93,0.722,0.516,0.00016883,0.99983
713934633,"Attrited Customer",40,"F",4,"Uneducated","Divorced","Less than $40K","Blue",35,2,3,3,4423,2517,1906,0.84,8935,87,0.933,0.569,0.99694,0.00305523
773185833,"Existing Customer",49,"M",3,"High School","Married","$60K - $80K","Gold",42,3,1,4,34516,0,34516,0.838,15095,102,0.759,0,0.00018367,0.99982
715923408,"Existing Customer",30,"F",0,"College","Married","Less than $40K","Blue",19,4,2,3,4184,1254,2930,0.549,14999,110,0.719,0.3,0.00015971,0.99984
778956033,"Existing Customer",51,"M",1,"Graduate","Married","$80K - $120K","Blue",32,3,2,3,34516,1549,32967,0.892,15151,104,0.677,0.045,0.00017969,0.99982
712260633,"Existing Customer",47,"F",5,"Doctorate","Single","Unknown","Blue",36,4,1,4,26923,2461,24462,0.602,13643,94,0.918,0.091,0.0002361,0.99976
714945708,"Attrited Customer",33,"M",4,"College","Single","$40K - $60K","Silver",20,2,1,3,15977,0,15977,0.702,7745,64,0.684,0,0.98842,0.01158
720971358,"Existing Customer",59,"M",0,"High School","Single","$80K - $120K","Blue",47,5,3,3,26812,1491,25321,0.679,14838,110,0.642,0.056,0.00025237,0.99975
719701383,"Existing Customer",44,"M",4,"Unknown","Married","$60K - $80K","Blue",32,4,3,3,5175,0,5175,0.72,14304,99,0.768,0,0.00034872,0.99965
764316708,"Existing Customer",30,"F",1,"High School","Single","Less than $40K","Blue",23,3,2,2,3955,2352,1603,0.779,16423,109,0.758,0.595,0.00010386,0.9999
715545933,"Existing Customer",43,"M",5,"Graduate","Married","$120K +","Blue",36,6,2,4,22355,2179,20176,0.726,14268,99,0.8,0.097,0.00033714,0.99966
714524583,"Attrited Customer",56,"M",3,"Uneducated","Married","$80K - $120K","Blue",46,1,3,3,23240,1534,21706,0.971,9441,82,0.907,0.066,0.99691,0.00308778
780079833,"Existing Customer",43,"M",3,"Graduate","Divorced","$60K - $80K","Blue",28,3,3,4,5479,1183,4296,0.596,14728,126,0.909,0.216,0.00053543,0.99946
714199008,"Attrited Customer",50,"M",2,"Unknown","Married","$120K +","Blue",36,6,2,2,16081,492,15589,0.204,6100,61,0.564,0.031,0.99207,0.00793
719941533,"Existing Customer",32,"F",1,"Graduate","Married","Less than $40K","Blue",20,3,1,4,5497,1735,3762,0.664,16266,124,0.771,0.316,0.00014834,0.99985
715544883,"Existing Customer",39,"M",1,"Graduate","Married","Less than $40K","Silver",30,4,3,3,14135,630,13505,0.64,13703,99,0.768,0.045,0.00025657,0.99974
710122458,"Existing Customer",38,"M",2,"High School","Single","$60K - $80K","Silver",36,5,3,2,31546,2057,29489,0.625,15311,108,0.714,0.065,0.000158,0.99984
